gid,id,entidad,distrito,tipo,control,geometry1_,ent_nom,WIKIDATA,name_es,name_en,MS_FB_PARE,MS_FB
1,1.000000000000000,30.0,1.0,11,0.000000000000000,,VERACRUZ,Q5907482,I distrito electoral federal de Veracruz,1st federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:1
2,2.000000000000000,30.0,2.0,12,0.000000000000000,,VERACRUZ,Q53501242,II distrito electoral federal de Veracruz,2nd Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:2
3,3.000000000000000,30.0,3.0,9,0.000000000000000,,VERACRUZ,Q33083466,Distrito electoral federal 3 de Veracruz,Third federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:3
4,4.000000000000000,30.0,4.0,7,0.000000000000000,,VERACRUZ,Q5907304,IV distrito electoral federal de Veracruz,4th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:4
5,5.000000000000000,30.0,5.0,8,0.000000000000000,,VERACRUZ,Q5414187,V distrito electoral federal de Veracruz,5th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:5
6,6.000000000000000,30.0,6.0,9,0.000000000000000,,VERACRUZ,Q53501244,VI distrito electoral federal de Veracruz,6th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:6
7,7.000000000000000,30.0,7.0,9,0.000000000000000,,VERACRUZ,Q53501261,VII distrito electoral federal de Veracruz,7th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:7
8,8.000000000000000,30.0,8.0,10,0.000000000000000,,VERACRUZ,Q53501263,VIII distrito electoral federal de Veracruz,8th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:8
9,9.000000000000000,30.0,9.0,9,0.000000000000000,,VERACRUZ,Q5907357,IX distrito electoral federal de Veracruz,9th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:9
10,10.000000000000000,30.0,10.0,7,0.000000000000000,,VERACRUZ,Q27648055,Distrito electoral federal 10 de Veracruz,Tenth Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:10
11,11.000000000000000,30.0,11.0,7,0.000000000000000,,VERACRUZ,Q6168789,XI distrito electoral federal de Veracruz,11th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:11
12,12.000000000000000,30.0,12.0,7,0.000000000000000,,VERACRUZ,Q53501265,XII distrito electoral federal de Veracruz,12th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:12
13,13.000000000000000,30.0,13.0,11,0.000000000000000,,VERACRUZ,Q53501268,XIII distrito electoral federal de Veracruz,13th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:13
14,14.000000000000000,30.0,14.0,11,0.000000000000000,,VERACRUZ,Q53501272,XIV distrito electoral federal de Veracruz,14th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:14
15,15.000000000000000,30.0,15.0,8,0.000000000000000,,VERACRUZ,Q39080948,Distrito electoral federal 15 de Veracruz,15th Federal Electoral District of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:15
16,16.000000000000000,30.0,16.0,8,0.000000000000000,,VERACRUZ,Q6168880,XVI distrito electoral federal de Veracruz,16th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:16
17,17.000000000000000,30.0,17.0,11,0.000000000000000,,VERACRUZ,Q6168871,XVII distrito electoral federal de Veracruz,17th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:17
18,18.000000000000000,30.0,18.0,10,0.000000000000000,,VERACRUZ,Q6168862,XVIII distrito electoral federal de Veracruz,18th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:18
19,19.000000000000000,30.0,19.0,9,0.000000000000000,,VERACRUZ,Q5792684,XIX distrito electoral federal de Veracruz,19th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:19
20,20.000000000000000,30.0,20.0,10,0.000000000000000,,VERACRUZ,Q6169011,XX distrito electoral federal de Veracruz,20th federal electoral district of Veracruz,country:mx/state:ver,country:mx/state:ver/fed:20
1,1.000000000000000,31.0,1.0,11,0.000000000000000,,YUCATAN,Q5453005,I distrito electoral federal de Yucatan,1st federal electoral district of Yucatan,country:mx/state:yuc,country:mx/state:yuc/fed:1
2,2.000000000000000,31.0,2.0,9,0.000000000000000,,YUCATAN,Q11682780,II distrito electoral federal de Yucatan,2nd federal electoral district of Yucatan,country:mx/state:yuc,country:mx/state:yuc/fed:2
3,3.000000000000000,31.0,3.0,7,0.000000000000000,,YUCATAN,Q7784849,III distrito electoral federal de Yucatan,3rd federal electoral district of Yucatan,country:mx/state:yuc,country:mx/state:yuc/fed:3
4,4.000000000000000,31.0,4.0,7,0.000000000000000,,YUCATAN,Q5476088,IV distrito electoral federal de Yucatan,4th federal electoral district of Yucatan,country:mx/state:yuc,country:mx/state:yuc/fed:4
5,5.000000000000000,31.0,5.0,9,0.000000000000000,,YUCATAN,Q5447517,V distrito electoral federal de Yucatan,5th federal electoral district of Yucatan,country:mx/state:yuc,country:mx/state:yuc/fed:5
1,1.000000000000000,32.0,1.0,4,0.000000000000000,,ZACATECAS,Q5907485,I distrito electoral federal de Zacatecas,1st federal electoral district of Zacatecas,country:mx/state:zac,country:mx/state:zac/fed:1
2,2.000000000000000,32.0,2.0,4,0.000000000000000,,ZACATECAS,Q5906975,II distrito electoral federal de Zacatecas,2nd federal electoral district of Zacatecas,country:mx/state:zac,country:mx/state:zac/fed:2
3,3.000000000000000,32.0,3.0,3,0.000000000000000,,ZACATECAS,Q5906884,III distrito electoral federal de Zacatecas,3rd federal electoral district of Zacatecas,country:mx/state:zac,country:mx/state:zac/fed:3
4,4.000000000000000,32.0,4.0,3,0.000000000000000,,ZACATECAS,Q5816427,IV distrito electoral federal de Zacatecas,4th federal electoral district of Zacatecas,country:mx/state:zac,country:mx/state:zac/fed:4
